fastq_aspera	run_accession
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915160/SRR6915160_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915160/SRR6915160_2.fastq.gz	SRR6915160
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915161/SRR6915161_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915161/SRR6915161_2.fastq.gz	SRR6915161
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915163/SRR6915163_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915163/SRR6915163_2.fastq.gz	SRR6915163
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915167/SRR6915167_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915167/SRR6915167_2.fastq.gz	SRR6915167
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915168/SRR6915168_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915168/SRR6915168_2.fastq.gz	SRR6915168
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915169/SRR6915169_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915169/SRR6915169_2.fastq.gz	SRR6915169
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915171/SRR6915171_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915171/SRR6915171_2.fastq.gz	SRR6915171
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915174/SRR6915174_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915174/SRR6915174_2.fastq.gz	SRR6915174
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915177/SRR6915177_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915177/SRR6915177_2.fastq.gz	SRR6915177
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915180/SRR6915180_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915180/SRR6915180_2.fastq.gz	SRR6915180
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915184/SRR6915184_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915184/SRR6915184_2.fastq.gz	SRR6915184
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915185/SRR6915185_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915185/SRR6915185_2.fastq.gz	SRR6915185
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915186/SRR6915186_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915186/SRR6915186_2.fastq.gz	SRR6915186
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915191/SRR6915191_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915191/SRR6915191_2.fastq.gz	SRR6915191
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915196/SRR6915196_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915196/SRR6915196_2.fastq.gz	SRR6915196
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915198/SRR6915198_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915198/SRR6915198_2.fastq.gz	SRR6915198
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915200/SRR6915200_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915200/SRR6915200_2.fastq.gz	SRR6915200
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915201/SRR6915201_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915201/SRR6915201_2.fastq.gz	SRR6915201
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915204/SRR6915204_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915204/SRR6915204_2.fastq.gz	SRR6915204
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915207/SRR6915207_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915207/SRR6915207_2.fastq.gz	SRR6915207
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915208/SRR6915208_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915208/SRR6915208_2.fastq.gz	SRR6915208
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915227/SRR6915227_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915227/SRR6915227_2.fastq.gz	SRR6915227
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915228/SRR6915228_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915228/SRR6915228_2.fastq.gz	SRR6915228
fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915097/SRR6915097_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915097/SRR6915097_2.fastq.gz	SRR6915097
